==========================================================================================
COMPLETE TParams OFFSET-TO-NAME MAPPING TABLE
==========================================================================================
OFFSET   PARAM_NAME                                              DEFAULT_VALUE
  Line 1572: 0x3930 -> mDmgParamsGraffitoFire.mWaterEmit
  Line 1573: 0x3944 -> mDmgParamsGraffitoFire.mMotor
  Line 1574: 0x3980 -> mDmgParamsGraffitoFire.mInvincibleTime
  Line 1580: 0x3908 -> mDmgParamsGraffitoFire.mDamage
  Line 1581: 0x391C -> mDmgParamsGraffitoFire.mDownType
  Line 1583: 0x3958 -> mDmgParamsGraffitoFire.mMinSpeed
  Line 1585: 0x396C -> mDmgParamsGraffitoFire.mDirty
  Line 1593: 0x257C -> mGraffitoParams.mFireInvincibleTime
  Line 1613: 0x0690 -> mDeParams.mFootPrintTimerMax
  Line 1617: 0x264C -> mDirtyParams.mBrakeStartValSlip
  Line 1618: 0x2674 -> mDirtyParams.mDirtyTimeSlip
  Line 1623: 0x2660 -> mDirtyParams.mBrakeStartValRun
  Line 1624: 0x2688 -> mDirtyParams.mDirtyTimeRun
  Line 1628: 0x26EC -> mDirtyParams.mSlopeAngle
  Line 1629: 0x264C -> mDirtyParams.mBrakeStartValSlip
  Line 1630: 0x2674 -> mDirtyParams.mDirtyTimeSlip
  Line 1637: 0x264C -> mDirtyParams.mBrakeStartValSlip
  Line 1638: 0x2674 -> mDirtyParams.mDirtyTimeSlip
  Line 1644: 0x2660 -> mDirtyParams.mBrakeStartValRun
  Line 1645: 0x2688 -> mDirtyParams.mDirtyTimeRun
  Line 1660: 0x278C -> mDirtyParams.mFogTimeYellow
  Line 1661: 0x27A0 -> mDirtyParams.mFogTimeRed
  Line 1667: 0x27A0 -> mDirtyParams.mFogTimeRed
  Line 1669: 0x27BC -> mMotorParams.mMotorReturn
  Line 1672: 0x278C -> mDirtyParams.mFogTimeYellow
  Line 1673: 0x27A0 -> mDirtyParams.mFogTimeRed
  Line 1678: 0x2778 -> mDirtyParams.mBrakeSlipNoPollute
  Line 1679: 0x2674 -> mDirtyParams.mDirtyTimeSlip
  Line 1692: 0x06B8 -> mDeParams.mGraffitoNoDmgTime
  Line 1960: 0x0690 -> mDeParams.mFootPrintTimerMax
  Line 2057: 0x26EC -> mDirtyParams.mSlopeAngle
  Line 2062: 0x08D4 -> mDeParams.mForceSlipAngle
  Line 2078: 0x1244 -> mSwimParams.mCanBreathDepth
  Line 2126: 0x1414 -> mWireParams.mWireJumpAccelControl
  Line 2127: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line 2133: 0x1428 -> mWireParams.mWireJumpSlideControl
  Line 2149: 0x2294 -> mYoshiParams.mHoldOutSldCtrl
  Line 2152: 0x0B7C -> mJumpParams.mJumpSlideControl
  Line 2205: 0x25D4 -> mDirtyParams.mIncRunning
  Line 2209: 0x25E8 -> mDirtyParams.mIncCatching
  Line 2212: 0x25FC -> mDirtyParams.mIncSlipping
  Line 2227: 0x2610 -> mDirtyParams.mDecSwimming
  Line 2231: 0x2638 -> mDirtyParams.mDecRotJump
  Line 2242: 0x2624 -> mDirtyParams.mDecWaterHit
  Line 2515: 0x058C -> mDeParams.mHpMax
  Line 2516: 0x27BC -> mMotorParams.mMotorReturn
  Line 2788: 0x0834 -> mDeParams.mSlipStart
  Line 2816: 0x3BD4 -> mDmgMapParams0 (struct base)
  Line 2817: 0x3C68 -> mDmgMapParams1 (struct base)
  Line 2818: 0x3CFC -> mDmgMapParams2 (struct base)
  Line 2819: 0x3D90 -> mDmgMapParams3 (struct base)
  Line 2820: 0x3E24 -> mDmgMapParams4 (struct base)
  Line 2821: 0x3EB8 -> mDmgMapParams5 (struct base)
  Line 2822: 0x3F4C -> mDmgMapParams6 (struct base)
  Line 2823: 0x3FE0 -> mDmgMapParams7 (struct base)
  Line 2824: 0x4074 -> mDmgMapParams8 (struct base)
  Line 2825: 0x4108 -> mDmgMapParams9 (struct base)
  Line 2826: 0x3BD4 -> mDmgMapParams0 (struct base)
  Line 2868: 0x1244 -> mSwimParams.mCanBreathDepth
  Line 2901: 0x3BD4 -> mDmgMapParams0 (struct base)
  Line 2902: 0x3C68 -> mDmgMapParams1 (struct base)
  Line 2903: 0x3CFC -> mDmgMapParams2 (struct base)
  Line 2904: 0x3D90 -> mDmgMapParams3 (struct base)
  Line 2905: 0x3E24 -> mDmgMapParams4 (struct base)
  Line 2906: 0x3EB8 -> mDmgMapParams5 (struct base)
  Line 2907: 0x3F4C -> mDmgMapParams6 (struct base)
  Line 2908: 0x3FE0 -> mDmgMapParams7 (struct base)
  Line 2909: 0x4074 -> mDmgMapParams8 (struct base)
  Line 2910: 0x4108 -> mDmgMapParams9 (struct base)
  Line 2911: 0x3BD4 -> mDmgMapParams0 (struct base)
  Line 2921: 0x0898 -> mDeParams.mHotTimer
  Line 2941: 0x0898 -> mDeParams.mHotTimer
  Line 2943: 0x27F8 -> mMotorParams.mMotorWall
  Line 3028: 0x1208 -> mSwimParams.mWaterLevelCheckHeight
  Line 3074: 0x0FBC -> mRunParams.mSwimDepth
  Line 3138: 0x117C -> mSwimParams.mStartVMult
  Line 3139: 0x1190 -> mSwimParams.mStartVYMult
  Line 3173: 0x233C -> mWaterEffectParams.mRunningRippleDepth
  Line 3297: 0x1244 -> mSwimParams.mCanBreathDepth
  Line 3319: 0x1280 -> mSwimParams.mAirDecDive
  Line 3322: 0x126C -> mSwimParams.mAirDec
  Line 3340: 0x27F8 -> mMotorParams.mMotorWall
  Line 3352: 0x1294 -> mSwimParams.mAirInc
  Line 3368: 0x0D0C -> mJumpParams.mTrampolineDec
  Line 3424: 0x0988 -> mDeParams.mIllegalPlaneCtInc
  Line 3425: 0x099C -> mDeParams.mIllegalPlaneTime
  Line 3426: 0x058C -> mDeParams.mHpMax
  Line 3579: 0x4264 -> mOptionParams.mZ
  Line 3580: 0x4278 -> mOptionParams.mXMin
  Line 3581: 0x4278 -> mOptionParams.mXMin
  Line 3582: 0x428C -> mOptionParams.mXMax
  Line 3583: 0x428C -> mOptionParams.mXMax
  Line 3631: 0x0E88 -> mJumpParams.mGetOffYoshiY
  Line 3659: 0x2244 -> mYoshiParams.mHeadFront
  Line 3669: 0x2258 -> mYoshiParams.mHeadRadius
  Line 3811: 0x27F8 -> mMotorParams.mMotorWall
  Line 3960: 0x26EC -> mDirtyParams.mSlopeAngle
  Line 3973: 0x2BA4 -> mSlipParamsAll.mSlideStopCatch
  Line 3981: 0x2C88 -> mSlipParamsAllSlider.mSlideStopCatch
  Line 3990: 0x2D6C -> mSlipParams45.mSlideStopCatch
  Line 4000: 0x2F34 -> mSlipParamsWaterGround.mSlideStopCatch
  Line 4001: 0x2E50 -> mSlipParamsWaterSlope.mSlideStopCatch
  Line 4004: 0x29DC -> mSlipParamsNormal.mSlideStopCatch
  Line 4030: 0x26EC -> mDirtyParams.mSlopeAngle
  Line 4043: 0x2B90 -> mSlipParamsAll.mSlideStopNormal
  Line 4051: 0x2C74 -> mSlipParamsAllSlider.mSlideStopNormal
  Line 4060: 0x2D58 -> mSlipParams45.mSlideStopNormal
  Line 4070: 0x2F20 -> mSlipParamsWaterGround.mSlideStopNormal
  Line 4073: 0x2E3C -> mSlipParamsWaterSlope.mSlideStopNormal
  Line 4100: 0x26EC -> mDirtyParams.mSlopeAngle
  Line 4113: 0x2BB8 -> mSlipParamsAll.mJumpEnable
  Line 4122: 0x2C9C -> mSlipParamsAllSlider.mJumpEnable
  Line 4131: 0x2D80 -> mSlipParams45.mJumpEnable
  Line 4141: 0x2F48 -> mSlipParamsWaterGround.mJumpEnable
  Line 4142: 0x2E64 -> mSlipParamsWaterSlope.mJumpEnable
  Line 4181: 0x26EC -> mDirtyParams.mSlopeAngle
  Line 4365: 0x0690 -> mDeParams.mFootPrintTimerMax
  Line 4368: 0x2428 -> mGraffitoParams.mSinkTime
  Line 4369: 0x24DC -> mGraffitoParams.mSinkDmgDepth
  Line 4374: 0x243C -> mGraffitoParams.mSinkDmgTime
  Line 4377: 0x27BC -> mMotorParams.mMotorReturn
  Line 4385: 0x2428 -> mGraffitoParams.mSinkTime
  Line 4406: 0x0B18 -> mJumpParams.mGravity
  Line 4495: 0x0870 -> mDeParams.mToroccoRotSp
  Line 4763: 0x2590 -> mGraffitoParams.mFootEraseTimes
  Line 4764: 0x25B8 -> mGraffitoParams.mFootEraseFront
  Line 4765: 0x25A4 -> mGraffitoParams.mFootEraseSize

--- MarioSpecial.cpp (32 TParams accesses) ---
  Line   25: 0x1400 -> mWireParams.mSwingRate
  Line   33: 0x1464 -> mWireParams.mWireSwingBrake
  Line   36: 0x1478 -> mWireParams.mWireSwingMax
  Line   42: 0x1478 -> mWireParams.mWireSwingMax
  Line   53: 0x27F8 -> mMotorParams.mMotorWall
  Line  105: 0x0AE8 -> mAttackParamsKickRoof.mRadius
  Line  108: 0x0AFC -> mAttackParamsKickRoof.mHeight
  Line  444: 0x27F8 -> mMotorParams.mMotorWall
  Line  461: 0x0AB8 -> mAttackParamsFencePunch.mRadius
  Line  464: 0x0ACC -> mAttackParamsFencePunch.mHeight
  Line  474: 0x27F8 -> mMotorParams.mMotorWall
  Line  522: 0x0BA4 -> mJumpParams.mFenceSpeed
  Line  624: 0x27F8 -> mMotorParams.mMotorWall
  Line  900: 0x147C -> mPullParamsBGBeak (struct base)
  Line  905: 0x14D4 -> mPullParamsBGTentacle (struct base)
  Line  908: 0x152C -> mPullParamsBGFireWanWanBossTail (struct base)
  Line  911: 0x1584 -> mPullParamsFireWanWanTail (struct base)
  Line 1439: 0x143C -> mWireParams.mWireJumpMult
  Line 1442: 0x1450 -> mWireParams.mWireJumpBase
  Line 1679: 0x12EC -> mHangingParams.mLimitTime
  Line 1810: 0x12D8 -> mHangingParams.mRapidTime
  Line 1816: 0x12B0 -> mHangingParams.mMoveSp
  Line 1881: 0x08FC -> mDeParams.mHangWallMovableAngle
  Line 1954: 0x12C4 -> mHangingParams.mAnmRate
  Line 1961: 0x12D8 -> mHangingParams.mRapidTime
  Line 1964: 0x1300 -> mHangingParams.mAnmRapid
  Line 2001: 0x27F8 -> mMotorParams.mMotorWall
  Line 2038: 0x1330 -> mHangRoofParams.mAnmMult
  Line 2064: 0x27F8 -> mMotorParams.mMotorWall
  Line 2190: 0x15F4 -> mBarParams.mClimbSp
  Line 2202: 0x161C -> mBarParams.mClimbAnmRate
  Line 2316: 0x1608 -> mBarParams.mRotateSp

--- MarioPhysics.cpp (3 TParams accesses) ---
  Line   60: 0x08E8 -> mDeParams.mClashSpeed
  Line  756: 0x0E60 -> mJumpParams.mClashAngle
  Line  780: 0x21B0 -> mDivingParams.mGravity

--- MarioRun.cpp (123 TParams accesses) ---
  Line  188: 0x2B40 -> mSlipParamsAll.mSlopeAcceleUp
  Line  189: 0x2B54 -> mSlipParamsAll.mSlopeAcceleDown
  Line  202: 0x2C24 -> mSlipParamsAllSlider.mSlopeAcceleUp
  Line  203: 0x2C38 -> mSlipParamsAllSlider.mSlopeAcceleDown
  Line  213: 0x2D08 -> mSlipParams45.mSlopeAcceleUp
  Line  214: 0x2D1C -> mSlipParams45.mSlopeAcceleDown
  Line  225: 0x2ED0 -> mSlipParamsWaterGround.mSlopeAcceleUp
  Line  226: 0x2EE4 -> mSlipParamsWaterGround.mSlopeAcceleDown
  Line  228: 0x2DEC -> mSlipParamsWaterSlope.mSlopeAcceleUp
  Line  229: 0x2E00 -> mSlipParamsWaterSlope.mSlopeAcceleDown
  Line  234: 0x2978 -> mSlipParamsNormal.mSlopeAcceleUp
  Line  235: 0x298C -> mSlipParamsNormal.mSlopeAcceleDown
  Line  241: 0x2B68 -> mSlipParamsAll.mSlideAcceleUp
  Line  242: 0x2B7C -> mSlipParamsAll.mSlideAcceleDown
  Line  255: 0x2C4C -> mSlipParamsAllSlider.mSlideAcceleUp
  Line  256: 0x2C60 -> mSlipParamsAllSlider.mSlideAcceleDown
  Line  266: 0x2D30 -> mSlipParams45.mSlideAcceleUp
  Line  267: 0x2D44 -> mSlipParams45.mSlideAcceleDown
  Line  278: 0x2EF8 -> mSlipParamsWaterGround.mSlideAcceleUp
  Line  279: 0x2F0C -> mSlipParamsWaterGround.mSlideAcceleDown
  Line  281: 0x2E14 -> mSlipParamsWaterSlope.mSlideAcceleUp
  Line  282: 0x2E28 -> mSlipParamsWaterSlope.mSlideAcceleDown
  Line  287: 0x29A0 -> mSlipParamsNormal.mSlideAcceleUp
  Line  288: 0x29B4 -> mSlipParamsNormal.mSlideAcceleDown
  Line  298: 0x2BE0 -> mSlipParamsAll.mSlideAngleYSp
  Line  309: 0x2CC4 -> mSlipParamsAllSlider.mSlideAngleYSp
  Line  317: 0x2DA8 -> mSlipParams45.mSlideAngleYSp
  Line  335: 0x2A18 -> mSlipParamsNormal.mSlideAngleYSp
  Line  430: 0x2A18 -> mSlipParamsNormal.mSlideAngleYSp
  Line  436: 0x2A18 -> mSlipParamsNormal.mSlideAngleYSp
  Line  442: 0x2A18 -> mSlipParamsNormal.mSlideAngleYSp
  Line  448: 0x2A18 -> mSlipParamsNormal.mSlideAngleYSp
  Line  512: 0x2A48 -> mSlipParamsOil.mSlipFriction
  Line  517: 0x2B2C -> mSlipParamsAll.mSlipFriction
  Line  528: 0x2C10 -> mSlipParamsAllSlider.mSlipFriction
  Line  536: 0x2CF4 -> mSlipParams45.mSlipFriction
  Line  545: 0x2EBC -> mSlipParamsWaterGround.mSlipFriction
  Line  547: 0x2DD8 -> mSlipParamsWaterSlope.mSlipFriction
  Line  553: 0x2FA0 -> mSlipParamsYoshi.mSlipFriction
  Line  555: 0x2964 -> mSlipParamsNormal.mSlipFriction
  Line  559: 0x0848 -> mDeParams.mWasOnWaterSlip
  Line  566: 0x085C -> mDeParams.mInWaterSlip
  Line  581: 0x2A48 -> mSlipParamsOil.mSlipFriction
  Line  583: 0x2B2C -> mSlipParamsAll.mSlipFriction
  Line  593: 0x2C10 -> mSlipParamsAllSlider.mSlipFriction
  Line  601: 0x2CF4 -> mSlipParams45.mSlipFriction
  Line  610: 0x2EBC -> mSlipParamsWaterGround.mSlipFriction
  Line  612: 0x2DD8 -> mSlipParamsWaterSlope.mSlipFriction
  Line  614: 0x2FA0 -> mSlipParamsYoshi.mSlipFriction
  Line  616: 0x2964 -> mSlipParamsNormal.mSlipFriction
  Line  619: 0x0848 -> mDeParams.mWasOnWaterSlip
  Line  626: 0x085C -> mDeParams.mInWaterSlip
  Line  727: 0x05A0 -> mDeParams.mRunningMax
  Line  728: 0x05A0 -> mDeParams.mRunningMax
  Line  751: 0x0EB8 -> mRunParams.mMaxSpeed
  Line  752: 0x0EB8 -> mRunParams.mMaxSpeed
  Line  757: 0x2208 -> mYoshiParams.mRunYoshiMult
  Line  763: 0x0ECC -> mRunParams.mVelMinusBrake
  Line  766: 0x0EF4 -> mRunParams.mAddVelDiv
  Line  767: 0x0EE0 -> mRunParams.mAddBase
  Line  772: 0x0F08 -> mRunParams.mDecStartNrmY
  Line  775: 0x0F1C -> mRunParams.mDecBrake
  Line  777: 0x22A8 -> mYoshiParams.mDecBrake
  Line  792: 0x0654 -> mDeParams.mPumpingRotSpMin
  Line  793: 0x0668 -> mDeParams.mPumpingRotSpMax
  Line  798: 0x0618 -> mDeParams.mRunningRotSpMin
  Line  799: 0x062C -> mDeParams.mRunningRotSpMax
  Line  806: 0x2230 -> mYoshiParams.mRotYoshiMult
  Line  815: 0x1048 -> mRunParams.mDashRotSp
  Line  824: 0x0FBC -> mRunParams.mSwimDepth
  Line  832: 0x0FBC -> mRunParams.mSwimDepth
  Line  833: 0x0FD0 -> mRunParams.mInWaterBrake
  Line  893: 0x1BDC -> mSurfingParamsGroundYellow.mRotMin
  Line  894: 0x1F84 -> mSurfingParamsGroundGreen.mRotMin
  Line  895: 0x1834 -> mSurfingParamsGroundRed.mRotMin
  Line  898: 0x1BF0 -> mSurfingParamsGroundYellow.mRotMax
  Line  899: 0x1F98 -> mSurfingParamsGroundGreen.mRotMax
  Line  900: 0x1848 -> mSurfingParamsGroundRed.mRotMax
  Line  903: 0x1C04 -> mSurfingParamsGroundYellow.mPowMin
  Line  904: 0x1FAC -> mSurfingParamsGroundGreen.mPowMin
  Line  905: 0x185C -> mSurfingParamsGroundRed.mPowMin
  Line  908: 0x1C18 -> mSurfingParamsGroundYellow.mPowMax
  Line  909: 0x1FC0 -> mSurfingParamsGroundGreen.mPowMax
  Line  910: 0x1870 -> mSurfingParamsGroundRed.mPowMax
  Line  944: 0x1C2C -> mSurfingParamsGroundYellow.mAccel
  Line  945: 0x1FD4 -> mSurfingParamsGroundGreen.mAccel
  Line  946: 0x1884 -> mSurfingParamsGroundRed.mAccel
  Line 1149: 0x1034 -> mRunParams.mTurnNeedSp
  Line 1215: 0x08E8 -> mDeParams.mClashSpeed
  Line 1222: 0x080C -> mDeParams.mJumpWallHeight
  Line 1223: 0x05B4 -> mDeParams.mDashMax
  Line 1235: 0x1020 -> mRunParams.mDoJumpCatchSp
  Line 1250: 0x05B4 -> mDeParams.mDashMax
  Line 1293: 0x05B4 -> mDeParams.mDashMax
  Line 1527: 0x1BC0 -> mSurfingParamsWaterYellow.mClashAngle
  Line 1531: 0x1F68 -> mSurfingParamsWaterGreen.mClashAngle
  Line 1535: 0x1818 -> mSurfingParamsWaterRed.mClashAngle
  Line 1542: 0x1BAC -> mSurfingParamsWaterYellow.mClashSpeed
  Line 1546: 0x1F54 -> mSurfingParamsWaterGreen.mClashSpeed
  Line 1550: 0x1804 -> mSurfingParamsWaterRed.mClashSpeed
  Line 1558: 0x1D94 -> mSurfingParamsGroundYellow.mClashAngle
  Line 1562: 0x213C -> mSurfingParamsGroundGreen.mClashAngle
  Line 1566: 0x19EC -> mSurfingParamsGroundRed.mClashAngle
  Line 1573: 0x1D80 -> mSurfingParamsGroundYellow.mClashSpeed
  Line 1577: 0x2128 -> mSurfingParamsGroundGreen.mClashSpeed
  Line 1581: 0x19D8 -> mSurfingParamsGroundRed.mClashSpeed
  Line 1589: 0x058C -> mDeParams.mHpMax
  Line 1882: 0x08E8 -> mDeParams.mClashSpeed
  Line 2077: 0x26B0 -> mDirtyParams.mPolSizeRun
  Line 2081: 0x2750 -> mDirtyParams.mSlipRotate
  Line 2089: 0x2728 -> mDirtyParams.mSlipRunSp
  Line 2127: 0x2714 -> mDirtyParams.mSlipAnmSpeed
  Line 2153: 0x2764 -> mDirtyParams.mSlipCatchRotate
  Line 2170: 0x269C -> mDirtyParams.mPolSizeSlip
  Line 2183: 0x273C -> mDirtyParams.mSlipCatchSp
  Line 2508: 0x269C -> mDirtyParams.mPolSizeSlip
  Line 2517: 0x27F8 -> mMotorParams.mMotorWall
  Line 2526: 0x27F8 -> mMotorParams.mMotorWall
  Line 2535: 0x27F8 -> mMotorParams.mMotorWall
  Line 2544: 0x27F8 -> mMotorParams.mMotorWall
  Line 2553: 0x27F8 -> mMotorParams.mMotorWall
  Line 2562: 0x27F8 -> mMotorParams.mMotorWall
  Line 2571: 0x27F8 -> mMotorParams.mMotorWall

--- MarioJump.cpp (63 TParams accesses) ---
  Line   32: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line   40: 0x0B54 -> mJumpParams.mJumpSpeedBrake
  Line   61: 0x21C4 -> mDivingParams.mAccelControl
  Line   77: 0x226C -> mYoshiParams.mHoldOutAccCtrlF
  Line   78: 0x2280 -> mYoshiParams.mHoldOutAccCtrlB
  Line   85: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line   86: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line   96: 0x0758 -> mDeParams.mTrampleRadius
  Line   98: 0x0744 -> mDeParams.mAttackHeight
  Line  101: 0x076C -> mDeParams.mPushupRadius
  Line  103: 0x0780 -> mDeParams.mPushupHeight
  Line  122: 0x08C0 -> mDeParams.mDamageFallHeight
  Line  144: 0x27E4 -> mMotorParams.mMotorHipDrop
  Line  150: 0x27BC -> mMotorParams.mMotorReturn
  Line  157: 0x27F8 -> mMotorParams.mMotorWall
  Line  165: 0x08E8 -> mDeParams.mClashSpeed
  Line  185: 0x27F8 -> mMotorParams.mMotorWall
  Line  194: 0x27F8 -> mMotorParams.mMotorWall
  Line  211: 0x27F8 -> mMotorParams.mMotorWall
  Line  233: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  247: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  273: 0x08C0 -> mDeParams.mDamageFallHeight
  Line  333: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  341: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  347: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line  357: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  392: 0x0B54 -> mJumpParams.mJumpSpeedBrake
  Line  402: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line  403: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line  416: 0x27F8 -> mMotorParams.mMotorWall
  Line  427: 0x0BCC -> mJumpParams.mFireDownControl
  Line  430: 0x0BCC -> mJumpParams.mFireDownControl
  Line  433: 0x0BE0 -> mJumpParams.mFireBackVelocity
  Line  434: 0x0B68 -> mJumpParams.mJumpAccelControl
  Line  442: 0x0BF4 -> mJumpParams.mBroadJumpForce
  Line  443: 0x0BF4 -> mJumpParams.mBroadJumpForce
  Line  454: 0x0DD4 -> mJumpParams.mThrownAccel
  Line  456: 0x0DE8 -> mJumpParams.mThrownSlide
  Line  458: 0x0DFC -> mJumpParams.mThrownBrake
  Line  465: 0x0BF4 -> mJumpParams.mBroadJumpForce
  Line  466: 0x0BF4 -> mJumpParams.mBroadJumpForce
  Line  477: 0x0758 -> mDeParams.mTrampleRadius
  Line  478: 0x0744 -> mDeParams.mAttackHeight
  Line  480: 0x076C -> mDeParams.mPushupRadius
  Line  481: 0x0780 -> mDeParams.mPushupHeight
  Line  490: 0x1818 -> mSurfingParamsWaterRed.mClashAngle
  Line  492: 0x1804 -> mSurfingParamsWaterRed.mClashSpeed
  Line  547: 0x2158 -> mHoverParams.mRotSp
  Line  547: 0x2158 -> mHoverParams.mRotSp
  Line  559: 0x21C4 -> mDivingParams.mAccelControl
  Line  568: 0x216C -> mHoverParams.mAccelRate
  Line  569: 0x2180 -> mHoverParams.mBrake
  Line  572: 0x27F8 -> mMotorParams.mMotorWall
  Line  574: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  601: 0x0C80 -> mJumpParams.mHipAttackSpeedY
  Line  602: 0x0E74 -> mJumpParams.mJumpJumpCatchSp
  Line  603: 0x0C80 -> mJumpParams.mHipAttackSpeedY
  Line  621: 0x0E9C -> mJumpParams.mSuperHipAttackCt
  Line  622: 0x0C80 -> mJumpParams.mHipAttackSpeedY
  Line  623: 0x0C94 -> mJumpParams.mSuperHipAttackSpeedY
  Line  624: 0x0794 -> mDeParams.mHipdropRadius
  Line  625: 0x0744 -> mDeParams.mAttackHeight
  Line  648: 0x27F8 -> mMotorParams.mMotorWall

--- MarioWait.cpp (10 TParams accesses) ---
  Line   58: 0x0960 -> mDeParams.mSleepingCheckDist
  Line   59: 0x0974 -> mDeParams.mSleepingCheckHeight
  Line  147: 0x0604 -> mDeParams.mWaitingRotSp
  Line  152: 0x23A8 -> mControllerParams.mStartToWalkLevel
  Line  445: 0x0FF8 -> mRunParams.mPumpingSlideSp
  Line  452: 0x100C -> mRunParams.mPumpingSlideAnmSp
  Line  517: 0x27E4 -> mMotorParams.mMotorHipDrop
  Line  600: 0x23F8 -> mControllerParams.mSquatRotMidAnalog
  Line  601: 0x240C -> mControllerParams.mSquatRotMidValue
  Line  616: 0x0604 -> mDeParams.mWaitingRotSp

--- MarioSwim.cpp (20 TParams accesses) ---
  Line   29: 0x1154 -> mSwimParams.mEndDepth
  Line   38: 0x1078 -> mSwimParams.mMoveSp
  Line   46: 0x108C -> mSwimParams.mMoveBrake
  Line   52: 0x10C8 -> mSwimParams.mPumpingRotSpMin
  Line   53: 0x10DC -> mSwimParams.mPumpingRotSpMax
  Line   56: 0x10A0 -> mSwimParams.mSwimmingRotSpMin
  Line   57: 0x10B4 -> mSwimParams.mSwimmingRotSpMax
  Line   69: 0x10F0 -> mSwimParams.mGravity
  Line   75: 0x1168 -> mSwimParams.mFloatHeight
  Line   82: 0x1104 -> mSwimParams.mWaitBouyancy
  Line   85: 0x1118 -> mSwimParams.mMoveBouyancy
  Line   93: 0x112C -> mSwimParams.mUpDownBrake
  Line  163: 0x1140 -> mSwimParams.mCanJumpDepth
  Line  207: 0x05B4 -> mDeParams.mDashMax
  Line  268: 0x1168 -> mSwimParams.mFloatHeight
  Line  319: 0x11CC -> mSwimParams.mPaddleSpeedUp
  Line  322: 0x11E0 -> mSwimParams.mPaddleJumpUp
  Line  360: 0x11F4 -> mSwimParams.mFloatUp
  Line  378: 0x1230 -> mSwimParams.mWaitSinkTime
  Line  385: 0x1258 -> mSwimParams.mWaitSinkSpeed

--- MarioCheckCol.cpp (2 TParams accesses) ---
  Line  167: 0x1630 -> mBarParams.mCatchRadius
  Line  168: 0x1644 -> mBarParams.mCatchAngle

--- MarioUpper.cpp (3 TParams accesses) ---
  Line   96: 0x2428 -> mGraffitoParams.mSinkTime
  Line   97: 0x24C8 -> mGraffitoParams.mSinkPumpLimit
  Line  187: 0x3084 -> mUpperBodyParams.mPumpWaitTime

==========================================================================================
SUMMARY
==========================================================================================
Total raw offset accesses found: 784
Mapped to TParams fields: 454
Non-TParams offsets: 330
